GeoName,Description,Unit,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Illinois,GDP per Capita,Current dollars,128082.9181,139780.264,143217.2679,150847.3666,168814.265,180439.083,191316.5033,203489.0866,219716.3418,230909.758,240843.7871,246970.2559,259306.6776,268636.1639,287361.6432,299332.0446,310650.3827,341196.1465,355813.2692,372393.8468,391474.9053,401295.3574,410050.8592,422222.5603,445629.1627,467211.6828,493098.2434,510594.236,508927.6426,504147.7628,515332.3321,534630.5576,559559.0136,569805.4821,594579.2238,618469.4918,627017.584,644587.7129,678240.3651,699125.1374,675131.0382,743867.5604
Indiana,GDP per Capita,Current dollars,106323.013,116501.5948,116217.9096,124609.2944,141845.7907,148563.5112,157046.9058,168051.5503,180722.5515,193155.6848,199337.9392,203312.1643,217821.7926,229107.1,244643.7627,253692.2843,262606.9397,286269.4485,307382.378,318885.8371,333816.929,334062.6918,345093.7927,360679.7751,380107.5468,388401.2018,403404.7887,421768.3588,425133.6149,404841.3727,432161.8105,443350.9532,455446.7059,469860.5525,492734.0264,498420.3144,508018.0503,526017.2967,550012.0102,564081.9134,548875.123,620728.557
Iowa,GDP per Capita,Current dollars,116732.292,129529.554,126563.6956,127818.8443,143447.0889,149801.1792,154342.6879,163407.6688,176094.9403,190129.1783,200631.5673,206240.1054,216803.7834,221235.8811,242634.7349,250009.3291,267277.7778,286155.9832,291699.3929,300915.0565,318155.2351,323920.5224,337816.275,356969.5299,395561.4015,412407.1414,425973.0628,457386.4735,454518.6947,451123.5233,465503.5254,482925.3691,512988.6338,522257.2549,553332.221,574721.677,574298.5628,579410.6626,603660.4337,616085.4109,603936.0633,690500.5216
Kansas,GDP per Capita,Current dollars,118389.7775,132679.0372,137422.5546,143860.8272,157048.754,166927.5081,169928.3158,180099.756,188042.624,195512.201,207415.4019,214413.6082,222469.3314,228354.8865,241060.5953,246323.8277,260694.5582,283345.8304,294613.8425,304927.1601,318600.0866,327865.9829,335539.0662,347521.3404,358451.0965,378706.6545,407661.2843,439506.2837,455203.1355,440496.0772,447720.4011,472277.8905,487744.0382,494300.879,513266.142,529132.8563,546632.5343,563292.2829,589542.2467,605956.8054,589826.3654,652944.9486
Kentucky,GDP per Capita,Current dollars,100100.4033,110693.8082,113035.3644,117126.4396,132511.2794,139839.1693,145175.7889,154289.7324,166350.4531,176911.5426,183841.6826,190294.8907,203762.1343,212165.8693,225780.7564,235302.1677,243743.1991,264469.7472,274493.5878,286193.8357,281794.2905,288426.7275,298825.2697,308887.4154,323655.4054,341182.8891,358324.8069,363059.2162,368796.5019,361445.0436,379031.0786,388954.056,401842.5818,414056.2562,422049.6664,435343.9031,441051.1348,449649.7658,465583.982,481624.0697,465876.1733,527832.7713
Louisiana,GDP per Capita,Current dollars,151488.2074,181392.9784,181649.6726,176908.9832,190436.303,193019.0991,172868.9548,177286.6551,195142.8107,203658.8715,224844.9141,225515.42,212538.8685,221449.3095,239345.4969,256137.6128,265674.6256,263344.1082,271011.4352,282223.7929,296764.1163,307841.7776,310336.7,341623.2364,373082.8661,432159.8784,478512.7357,472171.1242,485367.6606,461122.0648,497645.6855,500880.4163,507339.854,494350.0272,511666.5354,496575.7431,477233.4709,504340.3764,542906.6664,551530.2305,520184.1264,568748.7073
Maine,GDP per Capita,Current dollars,90446.01814,98814.42112,106247.7401,114773.9463,128561.465,138331.0331,149283.0687,163492.9599,180090.3775,189112.6028,190774.0321,191054.5874,196987.0199,204121.0591,213259.921,225069.9649,231574.1438,244055.9017,255409.502,271383.6667,288479.4279,299443.4126,310082.8729,320258.5814,338936.6425,347818.1086,362109.4892,370473.3844,375634.4376,380327.0181,389592.5962,390426.452,398063.6913,403981.6551,419365.8885,433074.1601,448487.9326,461701.8394,481724.4387,503184.7938,485124.0402,572375.5736
Maryland,GDP per Capita,Current dollars,111835.3655,123996.1942,130814.8664,143418.2275,159810.0084,174549.6108,187543.6265,202645.5474,220545.5975,231817.1693,239611.4814,241657.0984,245226.4385,254313.8031,266674.0991,275136.2762,283766.4266,308941.3743,326576.1854,342926.8082,361548.8058,382472.5924,401307.333,416162.8552,444717.6684,475763.8923,496544.1209,509002.1806,521244.1941,527693.4127,546430.6493,561152.699,568162.6934,575012.4426,592692.7966,619130.945,645279.3351,663114.2437,681245.7414,704790.4906,684722.5379,723785.8186
Massachusetts,GDP per Capita,Current dollars,118634.0241,131692.0581,141541.9473,156766.082,178008.942,195776.5816,213548.8694,235135.9389,254734.8379,264579.1407,265596.1946,268368.8712,277561.9125,289954.6231,308437.353,321535.0785,340024.7518,380739.6269,397388.2935,419706.6964,455350.8322,465669.6522,473711.3005,491950.0231,516098.2496,540479.5035,564200.5627,591284.9435,599941.0725,600331.5938,624672.5775,644087.0259,666957.1711,678544.4214,699277.916,740242.272,760395.7945,786724.9649,828474.2917,865269.3599,834614.1089,923110.0161
Michigan,GDP per Capita,Current dollars,111144.0883,122978.0329,124188.2237,138134.6817,155803.875,166720.1577,176495.3865,182461.2701,193304.3625,201943.1342,204956.9991,206617.8562,218023.6131,233630.3319,257156.4526,262684.433,271687.309,305526.9057,317495.3711,341346.4084,353321.343,348952.5699,361742.7022,371437.361,379345.0528,392135.9345,394262.7605,403665.5693,388051.2791,369185.8207,391420.9094,405814.9845,423045.1344,437483.0682,451641.7736,476269.8774,491216.4484,503084.4708,522467.6654,537705.8818,512310.0081,574313.0908
Minnesota,GDP per Capita,Current dollars,121666.5683,132849.0931,136598.5308,146245.5976,168131.2571,177860.0536,185186.8146,198291.1529,209687.1092,221864.3558,228781.9398,234015.5362,248929.391,253338.8177,271165.6695,282909.673,300329.2928,328090.9184,346685.0542,359406.1411,386919.3699,391913.0946,404177.181,425139.2876,452551.4706,474783.1763,484465.838,497956.7726,504794.1516,493283.6325,513348.4995,533810.3325,550948.3961,570268.4274,591802.724,607340.7705,618414.5467,634581.5072,663122.6285,680449.2795,655540.9978,722394.9137
Mississippi,GDP per Capita,Current dollars,85263.69894,95323.72967,97220.0928,101997.1422,113442.1984,118499.9206,121213.9439,130745.2642,139601.271,146282.1334,151906.028,158965.9269,168546.0493,178464.088,190993.5024,200399.6828,205870.6336,210238.8041,217347.622,225635.4104,230308.8838,235319.4574,241518.7284,256552.2858,267557.3986,279511.6766,296265.5827,311504.7723,328790.6328,316019.0674,320692.5165,323609.7447,333767.7859,339396.8705,346001.1257,352574.4332,356092.6839,365907.8188,380768.0432,389397.1145,386020.3238,435195.5633
Missouri,GDP per Capita,Current dollars,109013.3495,119207.578,125003.6515,134408.4988,152743.285,159015.7312,169169.9573,178705.4092,191123.6256,201456.324,204338.959,213498.8783,222332.2876,227046.1519,244073.7595,259465.5842,269788.4012,297387.0834,306976.4831,319577.781,333111.6574,337823.0862,346732.8067,359396.9457,374778.8914,388734.6079,398627.5875,408301.1924,424873.6815,421739.4543,430109.3596,431936.6807,446167.7653,459034.7591,469105.6307,483816.3212,488809.4397,499840.1344,519017.0203,534813.0234,522727.546,591770.0866
Montana,GDP per Capita,Current dollars,114129.6631,129393.6441,128485.144,130732.4432,136776.042,136127.0552,137968.2404,144063.0807,148237.9405,160023.2106,167732.2283,173834.1073,182665.8755,191190.1709,196817.3913,200067.7654,203937.0203,217146.4211,229149.3684,231987.0486,242078.4865,251315.1062,261806.12,278888.2485,299942.2586,324730.7207,346040.4832,374110.869,377037.4277,366183.5277,384597.2162,407174.6074,418670.9794,425345.952,436200.9941,448565.4317,438332.9639,454963.7429,477410.4413,494659.0252,473585.1642,542286.1874
Nebraska,GDP per Capita,Current dollars,113827.1674,129064.1786,130334.5101,133580.089,151626.7394,160381.3055,163981.0764,171096.3752,184609.7652,197865.4583,211916.594,222329.5794,233252.4864,237852.1029,256442.6393,266048.3575,285420.6747,296163.8218,306148.7803,315027.1826,329912.7096,346535.3673,356550.282,381919.1174,401974.4251,420778.4629,441605.5121,467072.6237,476855.6506,480544.0333,501672.2317,542959.6385,553518.8982,570886.793,592497.1608,611312.3322,613061.8526,630932.844,647648.0022,672740.096,656091.6388,760392.3731
Nevada,GDP per Capita,Current dollars,148750.6403,160772.7663,161558.5488,169871.1055,182891.2956,193736.909,204331.1639,216597.2557,236283.3167,250452.3546,259221.1814,259726.533,269948.874,282940.5867,300287.2011,312200.8526,327452.11,341370.4634,351315.11,369277.0729,379712.9003,383054.8909,390037.4967,401838.7176,440904.1429,481287.9012,503470.1493,505532.3344,486486.4356,450662.1869,457550.7043,466901.1328,465590.0345,470610.9856,477195.8204,500444.3041,514760.9824,533302.9171,558214.9486,576553.229,553936.0173,636004.7823
New Hampshire,GDP per Capita,Current dollars,102007.0327,113108.7174,120774.0683,132507.5616,152559.7755,168878.348,182497.7026,204213.4557,215171.9602,218239.0045,214701.0385,224771.134,236145.8028,243541.5925,257404.4252,279795.1901,298522.4552,321261.1136,336390.6994,342658.1038,364734.7086,371367.3331,383676.007,401442.3678,419541.2678,433940.2938,453959.029,462547.4271,462535.3179,470395.9116,487320.4653,495663.5798,510582.5798,523596.5198,541907.5935,566976.7025,584277.3727,598627.8089,624207.4175,643997.6102,617314.6916,714237.3228
New Jersey,GDP per Capita,Current dollars,122650.4237,135812.884,144430.6732,159501.1318,179063.8887,194238.8702,209457.6591,229671.4229,256167.6214,269704.4791,279496.3727,287033.0133,298782.7688,310390.7892,322022.8926,335799.6705,350616.1532,374371.8067,385741.1319,402496.7965,429203.6138,439908.7166,453986.0953,470815.4554,489467.1541,509125.2008,536059.6947,553642.9672,568075.1777,555312.4731,562509.8657,565165.4994,587370.9298,606634.9726,615144.0854,641596.9359,655320.7813,664589.1433,689381.369,713941.2668,667639.0515,746805.7297
New Mexico,GDP per Capita,Current dollars,123690.2398,143087.9229,146023.4547,147458.1206,157173.0174,163310.9931,154116.1446,156670.2897,161359.586,169565.6828,178597.9519,198430.5329,205949.1978,226770.9491,248288.4549,245118.2694,251745.3944,295815.5641,282550.0534,293583.4769,303314.1812,305566.4441,312798.5689,334822.489,366089.9629,381220.7792,394450.0308,404726.4669,416237.5377,402544.2827,407039.2819,416605.029,419812.0912,423029.4534,442946.6338,436932.5253,436022.948,451331.7763,477992.6391,500770.1342,473498.5518,527790.4532
New York,GDP per Capita,Current dollars,133403.1318,147661.6417,159375.3221,171567.5895,191148.5367,206092.9835,220729.943,238203.4339,257803.3743,266690.0738,278703.1907,278474.1187,293391.3414,299952.3155,311810.1441,322602.9178,340980.3717,385282.4633,397056.8524,419732.3215,440064.8255,457888.2344,461967.572,470664.9828,496715.6832,529034.3555,559358.9847,580038.2442,573397.7722,596151.6369,624993.7371,634503.9039,676088.8554,693941.2186,725432.6738,755759.5463,787307.4538,821120.0362,872391.348,910573.2783,845097.8403,962675.1099
North Carolina,GDP per Capita,Current dollars,101288.6974,112032.7137,115832.7779,129018.0003,145634.2339,157094.1406,168203.3088,179165.366,194735.3258,206922.2242,211668.1593,217374.5777,231944.3764,239719.3851,253546.5547,265000.1893,272414.331,305622.3696,316205.3706,333154.0736,343983.3924,351011.5928,357794.269,367291.4969,382637.7691,403585.1512,429278.2432,434997.3574,443704.9926,430530.7778,434180.6528,441632.8214,450726.2754,462353.8993,479265.4339,500943.9867,512071.1858,526521.4498,546080.4064,563355.173,560691.3535,624134.6254
North Dakota,GDP per Capita,Current dollars,116537.7915,150749.6543,148974.845,148222.147,158618.8958,158793.6997,146658.8401,154172.8618,148688.447,164693.7964,179916.4164,182995.5973,199616.7484,200478.4659,215491.8394,224271.1073,243779.8094,242686.0351,259851.2506,264137.5596,280574.0604,296694.2175,316987.063,345521.4874,359108.4294,378602.6383,403574.2553,440881.2816,484391.752,484830.849,528926.1832,604462.8504,735155.4412,743047.4218,794328.4204,728873.6356,671754.5238,695166.8638,740555.3757,748711.5764,693117.8109,812468.6689
Ohio,GDP per Capita,Current dollars,114540.3286,125070.2611,126724.8516,135918.2486,153648.6764,163878.1674,171511.9617,180059.9828,192031.2664,202477.2615,211733.772,215495.2757,226995.3908,235012.8005,251827.9833,263924.4593,272469.7267,304224.4739,319595.4997,331538.9044,344365.1333,347497.9899,360407.0832,371171.3763,388928.1679,406420.5658,415636.1353,426785.8491,426914.8134,414630.7678,430226.5212,453288.5953,468257.0842,484414.2659,510810.7277,524268.7881,533968.5534,550632.2549,577892.2534,594503.6411,572148.3245,645653.6708
Oklahoma,GDP per Capita,Current dollars,123853.9864,147108.0781,154376.1963,145781.4907,158071.6687,163315.6881,150700.8717,152224.6493,166681.1912,173557.8535,183497.0187,187999.1434,192556.0399,199967.1001,204145.7631,211474.0065,224108.1108,234349.9707,238482.7414,244649.9961,263125.0606,279080.2111,284175.198,299952.1811,320183.6588,350477.6677,381041.098,398419.3593,435438.3893,392348.0164,407485.4509,435732.565,453585.455,471882.0537,498935.4728,470884.9314,452664.2742,471541.3507,503604.4233,510105.0932,470543.2265,545467.846
Oregon,GDP per Capita,Current dollars,116370.5533,120367.9931,119857.3015,127885.7596,142046.6371,149593.2124,156734.0879,166686.6593,181308.3369,191555.2292,201956.0372,206938.2112,214352.4453,228109.8966,240566.0015,254656.417,282432.5993,305443.1939,313629.5287,316930.3768,341985.965,338228.1743,344964.3425,358443.8188,381862.4818,397409.2785,422694.2128,433674.1424,437945.9704,421611.3533,426898.0674,440575.9124,447238.5594,457146.9709,476056.0411,504458.0845,524317.8377,547446.6001,578405.4071,601556.5037,590002.1295,647119.147
Pennsylvania,GDP per Capita,Current dollars,110018.2377,119743.7903,122968.5139,131212.7008,144694.429,153636.9672,162036.8209,175016.7579,189677.2304,200729.1089,209941.7985,217482.418,228515.8244,237756.2393,247488.7083,261316.9937,269760.6245,291728.5134,305175.4122,318415.8587,332300.2696,345372.7426,353963.9954,367296.6154,387415.8973,405518.8799,420169.551,445037.7298,461080.0501,455490.6197,471250.0726,485253.6885,501728.3489,519059.8439,540300.2034,556525.5791,568390.6,582383.3486,607672.8065,631881.3134,600344.3352,648852.5017
Rhode Island,GDP per Capita,Current dollars,102500.8089,113230.4735,119727.0927,128808.3632,143456.4064,156735.7032,169040.4567,180536.6788,197991.383,210359.9003,215030.8898,215287.4044,223745.0634,232752.6421,239694.4762,252733.033,261104.7387,282076.5141,298899.7774,310303.1328,328686.5829,340369.6003,357511.9958,375694.2228,402188.2058,422627.8097,448546.5094,451709.2825,446239.4894,454674.5302,469380.2811,476071.5448,489219.2857,500184.7361,513934.0717,535163.679,543850.7264,550063.6976,565679.6981,584825.7066,549272.9223,612862.914
South Carolina,GDP per Capita,Current dollars,89829.26155,99491.86209,102618.4285,112415.6944,128361.081,135286.5439,144871.3473,157659.783,170437.7103,180153.3625,188726.2918,192628.0611,198687.2401,207339.5838,219989.9228,231767.6391,236694.5893,252411.3298,263997.9486,276992.4739,286208.2941,293456.6955,302298.435,313986.4448,320935.4913,333981.4761,345724.391,358005.0899,357248.9355,348400.5654,353428.4789,363985.5714,371535.2762,383590.0328,397735.9599,416666.973,430351.1302,444419.0709,462098.7246,479949.7916,470930.6098,522723.2295
South Dakota,GDP per Capita,Current dollars,98154.30534,110936.4486,111787.3376,116881.5989,133567.5869,139876.0603,147147.5613,155538.3789,162527.2144,173475.4513,186744.8189,200278.8243,212359.4103,225172.0189,235909.0847,247409.9671,261003.243,255786.2361,270981.6127,280452.6047,299919.0309,308799.0058,344260.6774,356105.3725,376825.6845,393749.5245,406420.9299,439805.3114,456444.8071,450290.9919,462013.2738,506108.7236,522278.9464,533449.3818,545740.1109,557301.5329,564220.1569,576182.3992,605411.0482,619312.6801,617806.7966,698506.8599
Tennessee,GDP per Capita,Current dollars,98596.77252,109165.2761,112674.3769,123034.3127,138040.4259,146941.059,156477.2508,170317.8736,182138.1633,190331.2272,194144.7652,205471.081,221484.5828,233101.7848,247868.7504,256847.4635,262249.1458,280706.0548,300607.8048,312275.9016,319246.2672,323181.7408,337015.8101,347699.9603,368712.9799,380778.0497,394351.0064,395409.6417,402646.4723,397048.2804,402321.4158,417929.9151,439115.3811,451389.6767,464181.1736,490737.1159,502814.2716,515705.1315,535154.1269,551338.9187,526250.5214,629233.6455
Texas,GDP per Capita,Current dollars,144683.3523,169961.7491,173357.2024,172003.9407,185409.7385,194064.6439,180883.4834,183284.3644,200855.7008,212423.8452,227518.0713,231800.1403,239143.7306,249233.9336,260022.2947,271052.6659,286023.8976,309083.7903,320123.283,330856.4166,352743.8875,362534.195,363166.4348,376617.266,405231.4316,432960.477,464122.9851,494386.5141,508601.6769,468906.9458,490178.6898,519053.3202,540730.4521,566682.1603,581561.9366,569515.0935,561611.9172,588677.172,627305.6596,636083.6938,601940.4358,706156.9987
Utah,GDP per Capita,Current dollars,105215.6228,115831.8992,119289.1805,124725.4604,137313.834,146782.234,147176.5355,150179.9633,161267.027,168319.2984,181137.843,189113.2612,194201.9786,202248.8364,215440.7722,229820.9144,249146.992,272133.3872,287579.1797,299700.6556,313583.1467,321371.0993,327592.088,335311.0434,357195.6795,383701.31,419829.7609,441371.4813,435162.3659,416820.6091,425516.1304,442980.0799,451147.909,464091.1862,481661.8436,499116.8464,517182.1153,540071.6601,575638.3288,600987.1439,593748.0778,695134.3462
Vermont,GDP per Capita,Current dollars,96190.61741,106731.2653,111730.1217,120752.4527,132685.7277,144782.8917,155785.989,172266.6756,190209.2356,203386.0013,208410.7947,207015.0508,219467.0983,227677.1187,235459.9579,237248.77,246959.328,258717.197,267819.3119,283814.8253,300396.3138,314783.9921,327593.8269,341890.8552,365495.5478,378305.4176,390191.237,395991.2171,411243.4331,414052.4346,433198.6975,448576.763,461293.0882,462270.369,474525.0466,489984.1805,503397.046,512542.9509,527863.2271,545046.3588,510108.3156,580959.7693
Virginia,GDP per Capita,Current dollars,112668.1015,124988.6574,133653.5109,146095.1267,163426.9264,176254.3724,189800.1477,204119.062,218358.4709,231727.6136,238352.5252,244341.6883,252233.016,262309.8394,272597.0133,283273.417,296187.877,315009.8628,335470.4403,355857.2973,376618.1989,395085.1597,402641.0231,420976.881,445007.2402,476227.1342,493868.6231,506939.7497,511017.6861,516584.853,527870.9981,534418.9656,543661.7919,551325.7793,558617.4137,579076.436,589915.4051,604268.2509,626853.9711,650845.5069,638819.0006,709132.0575
Washington,GDP per Capita,Current dollars,125136.0515,136278.8168,142065.4167,152088.1601,163760.6284,169387.2134,180767.9973,191663.4138,206002.5509,220497.3753,235531.2813,243657.305,253102.4034,261847.2006,272192.7771,275979.301,290459.9181,341460.5092,363477.1582,394069.1108,402904.3508,400558.8632,410010.5595,422387.5205,436961.5021,472821.2865,498078.9555,536232.1981,541883.6978,530497.8263,542487.3376,556276.1892,580731.392,602434.8531,627599.0853,658132.9867,676215.2565,710434.8157,764491.1983,805088.7415,800957.4907,889540.6057
West Virginia,GDP per Capita,Current dollars,97717.01525,104778.3535,108816.9142,107091.9222,118120.2845,123330.2794,126724.4384,132139.4522,143994.169,150860.4704,157898.1428,163064.5982,171059.1652,177382.7137,191021.7472,199128.1461,204190.4578,213335.84,220608.0715,230690.049,235622.0542,244148.0093,251651.9757,257946.416,271302.9567,292737.8972,309522.5591,319668.1446,336867.7016,341126.49,352186.4458,368666.2652,373284.6069,382789.6535,387821.7997,384173.3339,382039.1992,400581.6297,429869.9911,439288.8396,411424.2209,484581.7026
Wisconsin,GDP per Capita,Current dollars,113267.1696,122083.7666,125738.4969,133495.3461,148098.2969,156370.4185,164199.2377,172436.8517,186554.7609,196498.8445,204805.2405,211343.1727,223558.4127,235025.7793,247750.2485,257855.7933,269687.1464,291338.1969,306958.4149,323156.7475,336092.917,347659.9526,357831.2271,370580.3563,389945.2052,406750.7175,422844.3674,434594.6861,433672.1742,433069.6189,447436.0772,462975.4778,479896.6932,491167.6727,510736.2009,531845.8832,542737.6164,553429.768,581054.5091,599899.804,574352.4344,627608.4706
Wyoming,GDP per Capita,Current dollars,227421.7869,269588.7023,257879.1469,239269.9826,256112.6571,260638.4682,226498.2356,232532.2979,250976.6654,262188.2179,295950.9797,295039.8467,290723.2371,298342.1444,299823.2292,307527.4136,325278.0299,300514.2496,303263.9414,319553.4589,347800.9306,377861.8315,382980.9786,418267.445,456095.5872,529394.718,620967.0785,684523.1418,779246.3231,644557.2125,663251.4423,694551.9841,666562.0405,668411.6577,676174.0795,645658.4281,610071.3721,642613.5443,685656.26,696758.9241,627380.2764,727742.9997
Alabama,Population,People,3900368,3918533,3925263,3934100,3951824,3972520,3991569,4015262,4023842,4030219,4050055,4099156,4154014,4214202,4260229,4296800,4331102,4367935,4404701,4430141,4452173,4467634,4480089,4503491,4530729,4569805,4628981,4672840,4718206,4757938,4785514,4799642,4816632,4831586,4843737,4854803,4866824,4877989,4891628,4907965,5031864,5050380
Arizona,Population,People,2737774,2810108,2889860,2968924,3067134,3183539,3308261,3437103,3535183,3622184,3684097,3788576,3915740,4065440,4245089,4432499,4586940,4736990,4883342,5023823,5160586,5273477,5396255,5510364,5652404,5839077,6029141,6167681,6280362,6343154,6407342,6473416,6556344,6634690,6732873,6832810,6944767,7048088,7164228,7291843,7186683,7272487
Arkansas,Population,People,2288738,2293204,2294254,2305766,2319767,2327046,2331988,2342357,2342655,2346354,2356586,2383144,2415984,2456303,2494019,2535399,2572109,2601090,2626289,2651860,2678588,2691571,2705927,2724816,2749686,2781097,2821761,2848650,2874554,2896843,2921998,2941038,2952876,2960459,2968759,2979732,2991815,3003855,3012161,3020985,3014348,3028443
California,Population,People,23800800,24285933,24820007,25360023,25844397,26441107,27102238,27777160,28464250,29218165,29959515,30470736,30974659,31274928,31484435,31696582,32018834,32486010,32987675,33499204,33987977,34479458,34871843,35253159,35574576,35827943,36021202,36250311,36604337,36961229,37319550,37636311,37944551,38253768,38586706,38904296,39149186,39337785,39437463,39437610,39503200,39145060
Colorado,Population,People,2908803,2977899,3061562,3133634,3169995,3208726,3237448,3260477,3262280,3275815,3307618,3387119,3495939,3613734,3724168,3826653,3919972,4018293,4116639,4226018,4326921,4425687,4490406,4528732,4575013,4631888,4720423,4803868,4889730,4972195,5047539,5121900,5193660,5270774,5352637,5454328,5543844,5617421,5697155,5758486,5785219,5811596
Connecticut,Population,People,3113174,3128837,3139014,3162355,3180014,3201131,3223741,3247290,3271954,3283404,3291967,3302895,3300712,3309175,3316121,3324144,3336685,3349348,3365352,3386401,3411777,3432835,3458749,3484336,3496094,3506956,3517460,3527270,3545579,3561807,3579173,3588632,3595211,3595792,3595697,3588561,3579830,3575324,3574561,3566022,3577586,3603691
Delaware,Population,People,594919,595974,599148,605459,611565,618279,627559,636946,647621,658274,669567,683080,694925,706378,717545,729734,740977,751487,763335,774990,786373,795699,806169,818003,830803,845150,859268,871749,883874,891730,899647,907590,915518,924062,933131,942065,949989,957942,966985,976668,991862,1004881
Florida,Population,People,9839835,10192775,10471405,10749849,11039925,11351120,11667503,11997282,12306400,12637718,13033307,13369798,13650553,13927185,14239444,14537875,14853360,15186304,15486559,15759421,16047515,16356966,16689370,17004085,17415318,17842038,18166990,18367842,18527305,18652644,18846143,19055607,19302016,19551678,19853880,20219111,20627237,20977089,21254926,21492056,21591299,21830708
Georgia,Population,People,5486174,5568346,5649788,5728248,5834943,5962639,6084645,6208479,6316139,6411117,6512602,6653005,6817203,6978240,7157165,7328413,7501069,7685099,7863536,8045965,8227303,8377038,8508256,8622793,8769252,8925922,9155813,9349988,9504843,9620846,9712209,9803630,9903580,9975592,10071204,10183353,10308442,10417031,10519389,10628020,10732390,10790385
Idaho,Population,People,947983,962204,973719,981866,990841,994052,990222,984997,985661,994422,1012384,1041316,1071685,1108768,1145140,1177322,1203083,1228520,1252330,1275674,1299430,1319962,1340372,1363380,1391802,1428241,1468669,1505105,1534320,1554439,1570819,1584272,1595910,1612053,1632248,1652495,1684036,1719745,1752074,1789060,1849339,1904537
Illinois,Population,People,11434702,11443461,11423413,11408817,11412128,11399803,11387256,11391176,11390186,11409782,11453316,11568964,11694184,11809579,11912585,12008437,12101997,12185715,12271847,12359020,12434161,12488445,12525556,12556006,12589773,12609903,12643955,12695866,12747038,12796778,12840545,12867783,12883029,12895778,12885092,12859585,12821709,12779893,12724685,12667017,12790357,12690341
Indiana,Population,People,5490721,5480440,5467918,5450396,5458322,5459214,5454103,5473023,5491733,5523679,5557798,5616388,5674547,5739019,5793526,5851459,5906013,5955267,5998880,6044969,6091866,6127760,6155967,6196638,6233007,6278616,6332669,6379599,6424806,6459325,6490555,6517250,6538989,6570575,6596019,6611442,6637898,6662068,6698481,6731010,6789098,6813798
Iowa,Population,People,2914018,2907985,2888190,2870547,2858615,2829684,2791969,2767006,2768393,2770590,2781018,2797613,2818401,2836972,2850746,2867373,2880000,2891119,2902872,2917634,2929067,2931997,2934234,2941999,2953635,2964454,2982644,2999212,3016734,3032870,3050819,3066772,3076844,3093935,3110643,3122541,3133210,3143734,3149900,3159596,3190904,3197944
Kansas,Population,People,2369039,2384853,2401207,2415529,2424088,2427401,2432614,2445367,2461995,2472838,2481349,2498722,2532394,2556547,2580513,2601007,2614554,2635292,2660598,2678338,2693681,2702162,2713535,2723004,2734373,2745299,2762931,2783785,2808076,2832704,2858266,2869677,2886024,2894306,2901861,2910717,2912977,2910892,2912748,2912635,2938124,2937946
Kentucky,Population,People,3664221,3670395,3683449,3694469,3695459,3694816,3687805,3683330,3680002,3677318,3694048,3722328,3765469,3812206,3849088,3887427,3919535,3952747,3985390,4018053,4049021,4068132,4089875,4117170,4146101,4182742,4219239,4256672,4289878,4317074,4348464,4370817,4387865,4406906,4416992,4429126,4440306,4455590,4464273,4472345,4508155,4507600
Louisiana,Population,People,4223101,4283297,4352609,4395311,4400474,4408113,4406922,4344151,4288859,4252896,4221532,4253279,4293003,4316428,4347481,4378779,4398877,4421071,4440344,4460811,4471885,4477875,4497267,4521042,4552238,4576628,4302665,4375581,4435586,4491648,4544635,4576244,4602067,4626040,4645938,4666998,4681346,4673673,4664450,4658285,4652022,4627047
Maine,Population,People,1126860,1133033,1136683,1144772,1155634,1162935,1170126,1184577,1203840,1219961,1231719,1237081,1238508,1242302,1242662,1243480,1249060,1254774,1259127,1266808,1277072,1285692,1295960,1306513,1313688,1318787,1323619,1327040,1330509,1329590,1327651,1328473,1328094,1328543,1331217,1329098,1332348,1335743,1340123,1345770,1364517,1378787
Maryland,Population,People,4227643,4261905,4282923,4313329,4365246,4413072,4486956,4565558,4657903,4727303,4799770,4867641,4923368,4971889,5023060,5070033,5111986,5157328,5204464,5254509,5311034,5374691,5440389,5496269,5546935,5592379,5627367,5653408,5684965,5730388,5788784,5840241,5888375,5925197,5960064,5988528,6007014,6028186,6042153,6054954,6173689,6175045
Massachusetts,Population,People,5746075,5768685,5771222,5799405,5840774,5880734,5902677,5935205,5979983,6015478,6022639,6018470,6028709,6060569,6095241,6141445,6179756,6226058,6271838,6317345,6361104,6397634,6417206,6422565,6412281,6403290,6410084,6431559,6468967,6517613,6566440,6614218,6664269,6715158,6764864,6797484,6827280,6863560,6885720,6894883,6997713,6991951
Michigan,Population,People,9255553,9209287,9115196,9047764,9049454,9076287,9127774,9187484,9218002,9253298,9311319,9400446,9479065,9540114,9597737,9676211,9758645,9809051,9847942,9897116,9952450,9991120,10015710,10041152,10055315,10051137,10036081,10001284,9946889,9901591,9877597,9883053,9898289,9914802,9932033,9934483,9954117,9976752,9987286,9984795,10070627,10038117
Minnesota,Population,People,4085017,4111733,4131450,4141458,4157704,4184301,4205213,4235136,4296163,4338056,4389857,4440859,4495572,4555954,4610355,4660180,4712827,4763390,4813412,4873481,4933692,4982796,5018935,5053572,5087713,5119598,5163555,5207203,5247018,5281203,5310934,5346620,5377500,5414722,5452665,5484002,5525360,5569283,5608762,5640053,5710578,5717968
